time,sentpackets@tsung_controller@ip-172-31-29-147 
10,433 
20,535.0 
30,218.0 
40,77.0 
50,756.0 
60,1465.0 
70,564.0 
80,75.0 
90,874.0 
100,2852.0 
110,1028.0 
120,305.0 
130,57.0 
140,196.0 
150,2370.0 
160,5755.0 
170,3152.0 
180,548.0 
190,90.0 
200,1396.0 
210,10749.0 
220,11731.0 
230,4112.0 
240,607.0 
250,71.0 
260,5.0 
270,3359.0 
280,23881.0 
290,27690.0 
300,11551.0 
310,2602.0 
320,885.0 
330,114.0 
340,21288.0 
350,24175.0 
360,27527.0 
370,44285.0 
380,36524.0 
390,16081.0 
400,2090.0 
410,113.0 
420,119.0 
430,331.0 
440,798.0 
450,806.0 
460,254.0 
469,66.0 
