time,users,connected 
0,19,18 
10,23,2 
20,23,-12 
30,23,-8 
40,38,37 
50,54,10 
60,54,-32 
70,54,-14 
80,54,37 
90,87,39 
100,87,-41 
110,87,-29 
120,87,-6 
130,87,0 
140,106,103 
150,201,83 
160,201,-109 
170,201,-66 
180,201,-11 
190,201,53 
200,343,287 
210,412,-60 
220,412,-192 
230,412,-78 
240,412,-9 
250,412,-1 
260,412,84 
270,676,570 
280,817,-2 
290,817,-395 
300,817,-163 
310,817,-75 
320,817,-17 
330,852,799 
340,1813,811 
350,1813,90 
360,1813,-221 
370,1813,-515 
380,1813,-530 
390,1813,-210 
400,1813,-24 
410,1813,-8 
420,1813,-22 
430,1813,-52 
440,1813,-73 
450,1813,-36 
460,1813,-10 
469,1813,-2 
