time,recvpackets@tsung_controller@ip-172-31-29-147 
10,1896 
20,2590.0 
30,1.0e3 
40,181.0 
50,3475.0 
60,7339.0 
70,2120.0 
80,158.0 
90,3863.0 
100,13412.0 
110,4494.0 
120,1031.0 
130,111.0 
140,51.0 
150,11059.0 
160,27065.0 
170,14256.0 
180,1632.0 
190,238.0 
200,6402.0 
210,45658.0 
220,47949.0 
230,16471.0 
240,1832.0 
250,150.0 
260,6.0 
270,13560.0 
280,91592.0 
290,108168.0 
300,44833.0 
310,11313.0 
320,2528.0 
330,127.0 
340,77052.0 
350,70401.0 
360,112019.0 
370,181472.0 
380,144512.0 
390,61796.0 
400,3449.0 
410,195.0 
420,131.0 
430,370.0 
440,876.0 
450,863.0 
460,266.0 
469,67.0 
