time,tr_Post_Register,tr_Get_Root,page,tr_Get_New_Conversation,tr_Post_New_Post,tr_Redirect_To_New_Post,tr_Get_Register,tr_Get_Book,tr_Redirect_Root 
0,129.26375000000002,71.343875,221.52104347826085,,,,6.950375000000001,3886.688,35.475 
10,139.30687499999996,127.41672727272724,91.59742857142854,18.163,81.009,104.618,7.0261,0,106.2116 
20,4918.049875,5005.309,4728.533045454546,858.187,22.44,0,6.8785,11850.171000000002,3872.6945 
30,0,0,5705.783653846154,2504.4,1793.4938333333332,1580.6861999999999,0,14950.611142857146,5005.077499999999 
40,0,0,5694.093151515152,362.747,27.575000000000003,204.736625,0,20350.027777777774,0 
47,0,0,6.294214285714285,4.694750000000001,4.6857500000000005,8.810833333333333,0,0,0 
