time,tr_Post_Register,tr_Get_Root,page,tr_Get_New_Conversation,tr_Post_New_Post,tr_Redirect_To_New_Post,tr_Get_Register,tr_Get_Book,tr_Redirect_Root 
0,126.815,26.466,4.933,,,,5.155,3886.688,28.788 
10,126.815,26.129,4.933,18.163,81.009,104.618,5.135,3886.688,28.788 
20,126.815,26.129,4.933,18.163,22.44,104.618,5.135,3886.688,28.788 
30,126.815,26.129,3.309,3.539,3.846,15.516,5.135,3886.688,28.788 
40,126.815,26.129,3.309,3.539,3.846,15.365,5.135,3886.688,28.788 
47,126.815,26.129,3.177,3.539,3.416,6.547,5.135,3886.688,28.788 
