time,tr_Post_Register,tr_Get_Root,page,tr_Get_New_Book,tr_Get_Register,tr_Redirect_To_New_Book,tr_Redirect_Root,tr_Post_New_Book 
0,156.5915,103.20226315789473,92.25027777777778,,43.393800000000006,,102.80266666666667, 
10,151.84356,93.482,73.49916393442619,36.295722222222224,27.19447368421053,31.28155555555556,96.3095238095238,15.880285714285714 
20,136.94356,132.26370270270266,68.2218457446809,19.0044347826087,19.103181818181817,17.95718181818182,114.08016666666667,14.258541666666668 
30,128.96514285714287,125.91159999999999,57.4044489795919,15.77820689655172,11.851,14.470291666666663,152.14795999999998,12.258500000000003 
40,126.12299999999999,0,44.83216216216215,17.87485714285714,0,16.933266666666665,227.87475,13.713555555555557 
50,0,0,20.75575,0,0,22.415833333333335,0,16.5935 
52,0,0,19.557,0,0,19.733,0,0 
