time,freemem@tsung_controller@ip-172-31-46-69 
0,375559.48828125 
10,375554.5078125 
20,375544.45703125 
30,375544.45703125 
40,375544.45703125 
50,375544.45703125 
60,375537.66796875 
70,375537.66796875 
80,375537.66796875 
90,375537.66796875 
100,375521.9765625 
110,375480.875 
120,375480.875 
130,375480.875 
140,375480.875 
150,375454.56640625 
160,375454.56640625 
170,375454.56640625 
180,375454.56640625 
190,375454.56640625 
200,375454.56640625 
210,375360.1484375 
220,375339.56640625 
230,375339.56640625 
240,375339.56640625 
250,375339.56640625 
260,375339.56640625 
270,375339.56640625 
280,375301.1796875 
290,375185.17578125 
300,375158.47265625 
310,375151.265625 
320,375151.265625 
330,375151.265625 
340,375151.265625 
350,375151.265625 
360,375151.265625 
370,375151.265625 
380,375151.265625 
390,375151.265625 
400,375151.265625 
402,375151.265625 
