time,users,connected 
0,13,11 
10,24,24 
20,7,7 
30,0,0 
40,28,26 
50,34,35 
60,11,11 
70,3,3 
80,0,0 
90,69,66 
100,94,95 
110,17,20 
120,4,4 
130,46,44 
140,174,170 
150,106,110 
160,25,25 
170,4,4 
180,1,1 
190,116,110 
200,388,387 
210,272,273 
220,82,84 
230,28,28 
240,6,6 
250,1,1 
260,501,475 
270,926,927 
280,886,887 
290,779,782 
300,595,608 
310,383,385 
320,197,199 
330,114,114 
340,85,85 
350,73,73 
360,65,65 
370,41,41 
380,19,19 
390,6,6 
400,0,0 
402,0,0 
