time,request,connect 
0,2.9,1.1 
10,12.3,1.6 
20,7.4,0 
30,1.3,0 
40,6.7,2.6 
50,17.7,1.9 
60,12.7,0 
70,2.5,0 
80,1.1,0 
90,21.2,6.7 
100,51.1,5.3 
110,28.9,0 
120,3.4,0 
130,9,4.4 
140,71.5,14.5 
150,84,3.7 
160,28.9,0 
170,4,0 
180,0.9,0 
190,17,11 
200,146.6,31.5 
210,167,5.1 
220,63.2,0 
230,16.8,0 
240,7.4,0 
250,1.1,0 
260,95.8,47.6 
270,105.3,46.3 
280,131.8,0 
290,106.6,0 
300,120.7,0.1 
310,120.4,0.5 
320,76.7,0.7 
330,23.5,0 
340,6.5,0 
350,4.9,0 
360,7.1,0 
370,9.8,0 
380,8.8,0 
390,6.2,0 
400,1.5,0 
402,0,0 
