time,session 
10,1163.3345042836515 
20,4678.511286516685 
30,4761.561941805762 
40,0 
50,3096.1448994867055 
60,2994.502279004896 
70,2627.8123749514502 
80,4118.841482687171 
90,0.0 
100,3194.890706142492 
110,4265.75542214518 
120,3999.7782405329403 
130,2228.329795210363 
140,1920.2976195928418 
150,3328.1390768469573 
160,4262.397433755623 
170,3161.4858017386123 
180,1189.268345355338 
190,0.0 
200,1883.6435920192146 
210,3475.7815590479263 
220,4312.611266680004 
230,5417.195422447091 
240,4938.157911606106 
250,3221.889528910304 
260,22754.928999999996 
270,2578.3853400998037 
280,2526.2646954045385 
290,3703.8282175836675 
300,5379.195244945117 
310,4777.76885868661 
320,4737.761635327046 
330,4530.297629592676 
340,5546.737807963153 
350,5910.64229024259 
360,1291.2503929786192 
370,4854.180047526999 
380,3615.6026794367776 
390,3035.1641862237043 
400,4711.019683681612 
402,0 
