time,request,connect 
0,191.28,10.869 
10,538.399,10.869 
20,560.097,10.869 
30,560.097,10.869 
40,560.097,10.869 
50,560.097,10.869 
60,560.097,10.869 
70,560.097,10.869 
80,560.097,10.869 
90,560.097,10.869 
100,697.741,10.869 
110,811.794,10.869 
120,811.794,10.869 
130,811.794,10.869 
140,811.794,10.869 
150,2508.559,10.869 
160,2508.559,10.869 
170,2508.559,10.869 
180,2508.559,10.869 
190,2508.559,10.869 
200,2508.559,17.495 
210,11159.701,17.495 
220,18125.812,17.495 
230,19807.903,17.495 
240,19807.903,17.495 
250,19807.903,17.495 
260,19807.903,17.495 
270,19807.903,23.434 
280,19807.903,23.434 
290,25193.198,23.434 
300,33163.403,23.434 
310,38841.357,23.434 
320,38841.357,23.434 
330,60009.07,23.434 
340,60009.07,23.434 
350,60017.225,23.434 
360,60054.402,23.434 
370,60054.402,23.434 
380,60054.402,23.434 
390,60054.402,23.434 
400,60054.402,23.434 
402,60054.402,23.434 
