time,recvpackets@tsung_controller@ip-172-31-46-69 
10,399 
20,1077.0 
30,781.0 
40,91.0 
50,709.0 
60,1820.0 
70,1259.0 
80,310.0 
90,17.0 
100,2344.0 
110,6104.0 
120,2713.0 
130,215.0 
140,1435.0 
150,8508.0 
160,9860.0 
170,2355.0 
180,239.0 
190,76.0 
200,4118.0 
210,22144.0 
220,23760.0 
230,8140.0 
240,1714.0 
250,283.0 
260,37.0 
270,20390.0 
280,18659.0 
290,24718.0 
300,23329.0 
310,24414.0 
320,20695.0 
330,16985.0 
340,2142.0 
350,306.0 
360,191.0 
370,197.0 
380,260.0 
390,210.0 
400,185.0 
402,25.0 
