time,freemem@tsung_controller@ip-172-31-46-69 
0,375559.48828125 
10,375559.48828125 
20,375559.48828125 
30,375559.48828125 
40,375559.48828125 
50,375559.48828125 
60,375559.48828125 
70,375559.48828125 
80,375559.48828125 
90,375559.48828125 
100,375559.48828125 
110,375559.48828125 
120,375559.48828125 
130,375559.48828125 
140,375559.48828125 
150,375559.48828125 
160,375559.48828125 
170,375559.48828125 
180,375559.48828125 
190,375559.48828125 
200,375559.48828125 
210,375559.48828125 
220,375559.48828125 
230,375559.48828125 
240,375559.48828125 
250,375559.48828125 
260,375559.48828125 
270,375559.48828125 
280,375559.48828125 
290,375559.48828125 
300,375559.48828125 
310,375559.48828125 
320,375559.48828125 
330,375559.48828125 
340,375559.48828125 
350,375559.48828125 
360,375559.48828125 
370,375559.48828125 
380,375559.48828125 
390,375559.48828125 
400,375559.48828125 
402,375559.48828125 
