time,sentpackets@tsung_controller@ip-172-31-46-69 
10,194 
20,431.0 
30,255.0 
40,32.0 
50,361.0 
60,635.0 
70,405.0 
80,121.0 
90,15.0 
100,1034.0 
110,2015.0 
120,926.0 
130,100.0 
140,600.0 
150,3102.0 
160,3062.0 
170,1070.0 
180,141.0 
190,215.0 
200,1521.0 
210,7777.0 
220,7273.0 
230,3087.0 
240,594.0 
250,205.0 
260,28.0 
270,7654.0 
280,6971.0 
290,6637.0 
300,5889.0 
310,7534.0 
320,5891.0 
330,4063.0 
340,742.0 
350,348.0 
360,412.0 
370,173.0 
380,242.0 
390,195.0 
400,173.0 
402,25.0 
