time,load@tsung_controller@ip-172-31-46-69 
0,0.0 
10,0.0 
20,0.0 
30,0.0 
40,0.0 
50,0.0 
60,0.0 
70,0.0 
80,0.0 
90,0.0 
100,0.0 
110,0.0703125 
120,0.05859375 
130,0.05078125 
140,0.0390625 
150,0.0390625 
160,0.03125 
170,0.01953125 
180,0.01953125 
190,0.01953125 
200,0.01171875 
210,0.01171875 
220,0.08984375 
230,0.078125 
240,0.05859375 
250,0.05078125 
260,0.0390625 
270,0.19140625 
280,0.23828125 
290,0.19921875 
300,0.171875 
310,0.1484375 
320,0.12109375 
330,0.1015625 
340,0.16015625 
350,0.140625 
360,0.109375 
370,0.1015625 
380,0.078125 
390,0.0703125 
400,0.05859375 
402,0.05078125 
