time,users,connected 
0,13,11 
10,26,13 
20,26,-17 
30,26,-7 
40,28,26 
50,39,9 
60,39,-24 
70,39,-8 
80,39,-3 
90,69,66 
100,109,29 
110,109,-75 
120,109,-16 
130,109,40 
140,174,126 
150,195,-60 
160,195,-85 
170,195,-21 
180,195,-3 
190,195,109 
200,388,277 
210,416,-114 
220,416,-189 
230,416,-56 
240,416,-22 
250,416,-5 
260,501,474 
270,930,452 
280,930,-40 
290,930,-105 
300,930,-174 
310,930,-223 
320,930,-186 
330,930,-85 
340,930,-29 
350,930,-12 
360,930,-8 
370,930,-24 
380,930,-22 
390,930,-13 
400,930,-6 
402,930,0 
