time,users_count,finish_users_count 
0,1.3,0 
10,1.4,0.3 
20,0,1.7 
30,0,0.7 
40,2.8,0 
50,1.7,1.1 
60,0,2.3 
70,0,0.8 
80,0,0.3 
90,7,0.1 
100,5,2.5 
110,0,7.7 
120,0,1.3 
130,4.6,0.4 
140,14.7,1.9 
150,3.3,10.1 
160,0,8.1 
170,0,2.1 
180,0,0.3 
190,11.6,0.1 
200,31,3.8 
210,5,16.6 
220,0,19 
230,0,5.4 
240,0,2.2 
250,0,0.5 
260,50.2,0.2 
270,43.7,1.2 
280,0,4 
290,0,10.7 
300,0,18.4 
310,0,21.2 
320,0,18.6 
330,0,8.3 
340,0,2.9 
350,0,1.2 
360,0,0.8 
370,0,2.4 
380,0,2.2 
390,0,1.3 
400,0,0.6 
402,0,0 
