time,users_count,finish_users_count 
0,1.2,0 
10,1.4,1 
20,0,1.3 
30,0,0.3 
40,3.3,0 
50,2.7,2 
60,0,2.8 
70,0,1.2 
80,6.6,0.1 
90,5.4,3.8 
100,0,6.1 
110,0,1.5 
120,0,0.3 
130,0,0.1 
140,0,0 
150,5.6,0.1 
160,15.6,2.3 
170,2.6,10.4 
180,0,8.7 
190,0,2.3 
200,12.2,0.1 
210,30.8,4 
220,4.1,22.7 
230,0,17.2 
240,0,2.9 
250,0,0.2 
260,21.4,0.1 
270,60.4,7.7 
280,10.3,40.3 
290,0,34.4 
300,0,8.6 
310,0,1 
320,0,0 
330,44.3,0.1 
340,122.7,15.4 
350,18.3,86.8 
360,0,67.6 
370,0,13.6 
380,0,1.8 
390,0,0 
400,0,0.1 
410,206.8,3 
420,152,98.9 
430,0,174.4 
440,0,70.4 
450,0,10.7 
460,0,1.3 
470,0,0.1 
480,176,0.1 
490,499.3,23.3 
500,77.6,84.2 
510,0,235.9 
520,0,361 
530,0,44.2 
540,0,3.9 
550,0,0.3 
560,775.6,3 
570,431.3,95.8 
580,0,412.7 
590,0,570.7 
600,0,113.9 
610,0,10.2 
620,0,0.6 
628,0,0 
