time,users,connected 
0,12,12 
10,16,19 
20,3,3 
30,0,0 
40,33,31 
50,40,42 
60,12,15 
70,0,0 
80,65,63 
90,81,85 
100,20,21 
110,5,5 
120,2,2 
130,1,1 
140,1,1 
150,56,50 
160,189,187 
170,111,114 
180,24,25 
190,1,1 
200,122,120 
210,390,388 
220,204,205 
230,32,38 
240,3,3 
250,1,1 
260,214,195 
270,741,730 
280,441,458 
290,97,106 
300,11,11 
310,1,1 
320,1,1 
330,443,406 
340,1516,1500 
350,831,860 
360,155,165 
370,19,19 
380,1,1 
390,1,1 
400,0,0 
410,2038,2004 
420,2569,2551 
430,825,835 
440,121,124 
450,14,14 
460,1,2 
470,0,0 
480,1759,1513 
490,6519,5067 
500,6453,6278 
510,4094,4259 
520,484,539 
530,42,47 
540,3,4 
550,0,0 
560,7726,6258 
570,11081,9966 
580,6954,6804 
590,1247,1248 
600,108,107 
610,6,6 
620,0,0 
628,0,0 
