time,recvpackets@tsung_controller@ip-172-31-29-186 
10,342 
20,1242 
30,1242 
40,1242 
50,1242 
60,1934 
70,1934 
80,1934 
90,1934 
100,3942 
110,3942 
120,3942 
130,3942 
140,3942 
150,3942 
160,3942 
170,5524 
180,6284 
190,6284 
200,6284 
210,6284 
220,10543 
230,12900 
240,12900 
250,12900 
260,12900 
270,12900 
280,21245 
290,27509 
300,27509 
310,27509 
320,27509 
330,27509 
340,27509 
350,48352 
360,68789 
370,68789 
380,68789 
390,68789 
400,68789 
410,68789 
420,68789 
430,161722 
440,161722 
450,161722 
460,161722 
470,161722 
480,161722 
490,161722 
500,161722 
510,255174 
520,416799 
530,416799 
540,416799 
550,416799 
560,416799 
570,416799 
580,416799 
590,416799 
600,416799 
610,416799 
620,416799 
628,416799 
