time,users_count,finish_users_count 
0,12,0 
10,26,10 
20,26,23 
30,26,26 
40,59,26 
50,86,46 
60,86,74 
70,86,86 
80,152,87 
90,206,125 
100,206,186 
110,206,201 
120,206,204 
130,206,205 
140,206,205 
150,262,206 
160,418,229 
170,444,333 
180,444,420 
190,444,443 
200,566,444 
210,874,484 
220,915,711 
230,915,883 
240,915,912 
250,915,914 
260,1129,915 
270,1733,992 
280,1836,1395 
290,1836,1739 
300,1836,1825 
310,1836,1835 
320,1836,1835 
330,2279,1836 
340,3506,1990 
350,3689,2858 
360,3689,3534 
370,3689,3670 
380,3689,3688 
390,3689,3688 
400,3689,3689 
410,5757,3719 
420,7277,4708 
430,7277,6452 
440,7277,7156 
450,7277,7263 
460,7277,7276 
470,7277,7277 
480,9037,7278 
490,14030,7511 
500,14806,8353 
510,14806,10712 
520,14806,14322 
530,14806,14764 
540,14806,14803 
550,14806,14806 
560,22562,14836 
570,26875,15794 
580,26875,19921 
590,26875,25628 
600,26875,26767 
610,26875,26869 
620,26875,26875 
628,26875,26875 
