time,users,connected 
0,12,12 
10,22,7 
20,22,-16 
30,22,-3 
40,33,31 
50,54,11 
60,54,-27 
70,54,-15 
80,65,63 
90,105,22 
100,105,-64 
110,105,-16 
120,105,-3 
130,105,-1 
140,105,0 
150,105,49 
160,189,137 
170,209,-73 
180,209,-89 
190,209,-24 
200,209,119 
210,390,268 
220,404,-183 
230,404,-167 
240,404,-35 
250,404,-2 
260,404,194 
270,742,535 
280,806,-272 
290,806,-352 
300,806,-95 
310,806,-10 
320,806,0 
330,806,405 
340,1517,1094 
350,1617,-640 
360,1617,-695 
370,1617,-146 
380,1617,-18 
390,1617,0 
400,1617,-1 
410,2038,2004 
420,3107,547 
430,3107,-1716 
440,3107,-711 
450,3107,-110 
460,3107,-12 
470,3107,-2 
480,3107,1513 
490,6519,3554 
500,7217,1211 
510,7217,-2019 
520,7217,-3720 
530,7217,-492 
540,7217,-43 
550,7217,-4 
560,7726,6258 
570,11608,3708 
580,11608,-3162 
590,11608,-5556 
600,11608,-1141 
610,11608,-101 
620,11608,-6 
628,11608,0 
