time,freemem@tsung_controller@ip-172-31-29-186 
0,375552.63671875 
10,375551.92578125 
20,375542.29296875 
30,375542.29296875 
40,375542.29296875 
50,375536.30078125 
60,375515.625 
70,375515.625 
80,375515.625 
90,375515.625 
100,375486.76953125 
110,375486.76953125 
120,375486.76953125 
130,375486.76953125 
140,375486.76953125 
150,375486.76953125 
160,375486.76953125 
170,375449.7734375 
180,375429.41015625 
190,375429.41015625 
200,375429.41015625 
210,375429.41015625 
220,375352.0546875 
230,375333.11328125 
240,375333.11328125 
250,375333.11328125 
260,375333.11328125 
270,375333.11328125 
280,375197.12890625 
290,375144.73046875 
300,375144.73046875 
310,375144.73046875 
320,375144.73046875 
330,375144.73046875 
340,375144.73046875 
350,374802.04296875 
360,374679.8046875 
370,374679.8046875 
380,374679.8046875 
390,374679.8046875 
400,374679.8046875 
410,374679.8046875 
420,374679.8046875 
430,373900.3671875 
440,373900.3671875 
450,373900.3671875 
460,373900.3671875 
470,373900.3671875 
480,373900.3671875 
490,373900.3671875 
500,373394.2421875 
510,372113.8046875 
520,371418.4453125 
530,371418.4453125 
540,371418.4453125 
550,371418.4453125 
560,371418.4453125 
570,371418.4453125 
580,371348.42578125 
590,370473.6796875 
600,370473.6796875 
610,370473.6796875 
620,370473.6796875 
628,370473.6796875 
