time,tr_Post_Register,tr_Get_Root,page,tr_Request_Friend,tr_Post_Login,tr_Get_Friends,tr_Get_New_Friend,tr_Get_Logout,tr_Get_Register,tr_Redirect_Root,tr_Get_Login 
0,11.417580216490704,10.35577755678228,57.95092990937201,,,,,,0.8213053634306792,, 
10,29.755821331330118,0.6722862113713179,59.77268357027092,0,16.87382251118249,8.606000000000002,0,0.736625757201606,0.4429370722800248,6.399275405509248,0.63282663583355 
20,0,0,66.53917073418383,59.66121645625406,22.62127239274278,5.471826348060886,0.26448008296602304,0.0,0,1.918252117814548,3.177029220304193 
27,0,0,39.08317936261072,0.3564351273373601,0.0,2.5645000000000002,0.4029999999999998,0,0,0.0,0 
