time,recvpackets@tsung_controller@ip-172-31-25-135 
10,354 
20,536.0 
30,236.0 
40,172.0 
50,185.0 
60,71.0 
70,77.0 
80,26.0 
90,40.0 
100,151.0 
110,1288.0 
120,872.0 
130,158.0 
140,121.0 
150,242.0 
160,270.0 
170,221.0 
180,138.0 
190,188.0 
200,172.0 
210,341.0 
220,83.0 
230,37.0 
240,104.0 
250,238.0 
251,308.0 
