time,users,connected 
0,14,14 
10,21,21 
20,17,17 
30,13,13 
40,10,10 
50,8,8 
60,6,6 
70,4,4 
80,1,1 
90,5,4 
100,57,55 
110,50,51 
120,44,44 
130,39,39 
140,37,37 
150,37,37 
160,37,37 
170,31,31 
180,20,20 
190,20,20 
200,20,20 
210,20,20 
220,19,19 
230,16,16 
240,11,11 
250,2,3 
251,0,0 
