time,request,connect 
0,4.261,1.452 
10,4.261,1.452 
20,4.261,1.452 
30,4.261,1.452 
40,4.261,1.452 
50,4.261,1.452 
60,4.166,1.452 
70,4.145,1.437 
80,4.145,1.437 
90,4.145,1.437 
100,3.968,1.437 
110,3.968,1.395 
120,3.968,1.395 
130,3.968,1.395 
140,3.968,1.395 
150,3.968,1.308 
160,3.968,1.283 
170,3.968,1.283 
180,3.968,1.283 
190,3.968,1.283 
200,3.968,1.206 
210,3.968,1.149 
220,3.968,1.149 
230,3.968,1.149 
240,3.968,1.149 
250,3.968,1.149 
260,3.968,1.149 
270,3.968,1.149 
280,3.968,1.149 
290,3.968,1.149 
293,3.968,1.149 
