time,freemem@tsung_controller@ip-172-31-46-69 
0,375578.80859375 
10,375578.80859375 
20,375578.80859375 
30,375578.80859375 
40,375578.80859375 
50,375578.80859375 
60,375578.80859375 
70,375578.80859375 
80,375578.80859375 
90,375578.80859375 
100,375578.80859375 
110,375578.80859375 
120,375578.80859375 
130,375578.80859375 
140,375578.80859375 
150,375578.80859375 
160,375578.80859375 
170,375578.80859375 
180,375578.80859375 
190,375578.80859375 
200,375578.80859375 
210,375578.80859375 
220,375578.80859375 
230,375578.80859375 
240,375578.80859375 
250,375578.80859375 
260,375578.80859375 
270,375578.80859375 
280,375578.80859375 
290,375578.80859375 
293,375578.80859375 
