time,size_sent,size_rcv 
0,17.25,666.10078125 
10,65.065625,2110.17109375 
20,94.14453125,2933.8140625 
30,100.90234375,2995.7328125 
40,100.90234375,2995.7328125 
50,111.76875,3470.42109375 
60,191.0109375,6140.24140625 
70,297.3375,9133.6609375 
80,319.2671875,9720.52109375 
90,324.60390625,9739.58203125 
100,401.08359375,12705.19375 
110,597.15703125,19609.84609375 
120,728.64453125,23947.56484375 
130,761.14375,24599.57421875 
140,765.240625,24609.5453125 
150,885.596875,30304.45546875 
160,1320.7375,46698.93671875 
170,1587.11171875,56096.3875 
180,1647.24375,57500.190625 
190,1659.12421875,57669.90546875 
200,1886.13828125,70386.75234375 
210,2453.92109375,87423.73515625 
220,2938.90625,116881.21953125 
230,3262.24296875,131075.2140625 
240,3315.8453125,132069.8078125 
250,3323.65703125,132273.51640625 
260,3323.65703125,132273.51640625 
270,3337.2546875,133655.04921875 
280,3402.81796875,134957.87265625 
290,3412.05859375,134983.63828125 
293,3412.93203125,134985.559375 
