time,request,connect 
0,314.869,10.83 
10,314.869,10.83 
20,874.501,10.83 
30,874.501,10.83 
40,874.501,10.83 
50,874.501,10.83 
60,962.171,10.83 
70,1111.734,10.83 
80,1111.734,10.83 
90,1111.734,10.83 
100,1111.734,10.83 
110,1320.594,10.83 
120,1620.187,10.83 
130,1620.187,10.83 
140,1620.187,10.83 
150,1620.187,23.073 
160,4118.465,23.073 
170,7006.209,23.073 
180,7006.209,23.073 
190,7006.209,23.073 
200,7006.209,23.073 
210,7006.209,23.073 
220,8583.251,23.073 
230,8583.251,23.073 
240,8583.251,23.073 
250,42547.8,23.073 
260,42547.8,23.073 
270,57420.0,23.073 
280,57420.0,23.073 
290,57420.0,23.073 
293,57420.0,23.073 
