time,users,connected 
0,15,15 
10,18,18 
20,4,5 
30,6,4 
40,39,39 
50,26,27 
60,9,9 
70,1,2 
80,45,43 
90,92,93 
100,35,35 
110,7,7 
120,0,0 
130,114,111 
140,237,237 
150,213,213 
160,69,74 
170,6,6 
180,57,51 
190,382,379 
200,443,436 
210,314,310 
220,85,85 
230,6,6 
240,1,2 
249,0,0 
