time,request,connect 
0,140.237,14.84 
10,188.51,14.84 
20,252.85,14.84 
30,252.85,14.84 
40,292.813,14.84 
50,292.813,14.84 
60,292.813,14.84 
70,292.813,14.84 
80,292.813,14.84 
90,1114.865,14.84 
100,1114.865,14.84 
110,1114.865,14.84 
120,1114.865,14.84 
130,1918.082,14.84 
140,4730.314,14.84 
150,7964.924,14.84 
160,7964.924,14.84 
170,7964.924,14.84 
180,7964.924,14.84 
190,7964.924,14.84 
200,7964.924,14.84 
210,7964.924,14.84 
220,7964.924,14.84 
230,7964.924,14.84 
240,7964.924,14.84 
249,7964.924,14.84 
