time,recvpackets@tsung_controller@ip-172-31-19-117 
10,382 
20,1037 
30,1037 
40,1037 
50,1085 
60,1686 
70,1686 
80,1686 
90,1686 
100,2913 
110,2913 
120,2913 
130,2913 
140,2913 
150,2913 
160,4601 
170,7159 
180,7159 
190,7159 
200,7159 
210,7159 
220,7159 
230,7159 
240,7159 
249,7159 
