time,request,connect 
0,28.599,0.873 
10,7.313,0.873 
20,6.294,0.873 
30,6.294,0.873 
40,4.937,0.861 
50,4.742,0.861 
60,4.742,0.861 
70,4.742,0.829 
80,4.667,0.754 
90,4.365,0.754 
100,4.365,0.754 
110,4.365,0.754 
120,4.365,0.754 
130,4.203,0.592 
140,4.203,0.592 
150,4.203,0.592 
160,4.203,0.592 
170,4.203,0.592 
180,4.203,0.531 
190,4.203,0.531 
200,4.203,0.531 
210,4.203,0.531 
220,4.203,0.531 
230,4.203,0.451 
240,4.203,0.451 
250,4.203,0.451 
260,4.203,0.451 
270,4.203,0.451 
280,4.203,0.451 
284,4.203,0.451 
