time,tr_Post_Register,tr_Get_Root,page,tr_Get_Register,tr_Get_Book,tr_Redirect_Root 
0,1,2.2,5.4,1.6,,0.6 
10,2.1,2.1,8.5,2,,2.3 
20,3.9,4.6,15.6,4,,3.1 
30,1.9,0.1,6.1,1.4,,2.7 
40,0.1,0,0.4,0,,0.3 
50,0,0,0,0,,0 
60,0,0,0.4,0,0.4,0 
70,0,0,2,0,2,0 
80,0,0,2.8,0,2.8,0 
90,0,0,3.3,0,3.3,0 
100,0,0,0.5,0,0.5,0 
101,0,0,0,0,0,0 
