time,200,302,504 
0,4.4,1, 
10,6.4,2.1, 
20,11.7,3.9, 
30,4.2,1.9, 
40,0.3,0.1, 
50,0,0, 
60,0,0,0.4 
70,0,0,2 
80,0,0,2.8 
90,0,0,3.3 
100,0,0,0.5 
101,0,0,0 
