time,load@tsung_controller@ip-172-31-46-69 
0,0.0 
10,0.0 
20,0.0 
30,0.0 
40,0.0 
50,0.0 
60,0.0 
70,0.0 
80,0.0 
90,0.0 
100,0.0 
110,0.0 
120,0.0 
130,0.0 
140,0.0 
150,0.0703125 
160,0.0703125 
170,0.0703125 
180,0.0703125 
190,0.0703125 
200,0.0703125 
210,0.0703125 
220,0.0703125 
230,0.0703125 
240,0.0703125 
250,0.0703125 
260,0.08984375 
270,0.08984375 
280,0.30078125 
290,0.328125 
300,0.328125 
310,0.328125 
320,0.328125 
330,0.328125 
340,0.328125 
350,0.328125 
360,0.328125 
370,0.328125 
377,0.328125 
