time,users_count,finish_users_count 
0,13,0 
10,24,6 
20,24,19 
30,24,24 
40,48,25 
50,76,34 
60,76,64 
70,76,75 
80,104,76 
90,181,83 
100,196,124 
110,196,175 
120,196,193 
130,232,196 
140,373,211 
150,408,290 
160,408,375 
170,408,405 
180,408,405 
190,515,408 
200,826,434 
210,888,513 
220,888,708 
230,888,842 
240,888,884 
250,1068,888 
260,1685,891 
270,1823,920 
280,1823,1019 
290,1823,1140 
300,1823,1362 
310,1823,1603 
320,1823,1683 
330,1823,1703 
340,1823,1753 
350,1823,1771 
360,1823,1780 
370,1823,1816 
377,1823,1823 
