time,users,connected 
0,13,13 
10,23,7 
20,23,-15 
30,23,-5 
40,24,23 
50,47,20 
60,47,-31 
70,47,-11 
80,47,24 
90,98,69 
100,109,-20 
110,109,-52 
120,109,-19 
130,109,32 
140,162,124 
150,189,-39 
160,189,-85 
170,189,-32 
180,189,0 
190,189,101 
200,392,285 
210,446,-11 
220,446,-198 
230,446,-134 
240,446,-41 
250,446,146 
260,794,624 
270,932,124 
280,932,-93 
290,932,-120 
300,932,-222 
310,932,-237 
320,932,-84 
330,932,-21 
340,932,-52 
350,932,-18 
360,932,-8 
370,932,-37 
377,932,-7 
