time,session 
10,3536.661646825184 
20,3556.7398658537163 
30,4784.111049578044 
40,0 
50,0.0 
60,0 
70,2662.57137232528 
80,3519.303427923011 
90,2841.3141901074396 
100,2886.059 
110,1728.4209005331145 
120,3284.3336971055064 
130,4351.345763305783 
140,2995.87296135888 
150,6535.8945 
160,1987.4632608524482 
170,3337.040066552276 
180,4708.025678987219 
190,5240.712490969777 
200,2252.037094819168 
210,2246.1988033931584 
220,3933.1927517628023 
230,4311.666894243932 
240,4904.889396904506 
250,2366.0337795254404 
260,0.0 
270,2076.1664832136858 
280,3802.9453075089255 
290,4763.657437967208 
300,3931.0088453081416 
310,5655.034242142962 
320,1246.8400122068817 
330,3011.184525431468 
340,4092.4417814424914 
350,4764.812522849201 
360,4781.1333200291365 
370,4378.596794705578 
380,5936.334499999999 
390,0 
400,0.0 
410,2345.7392729271073 
420,3644.8290893329636 
430,4244.987331860387 
440,4462.757492011075 
450,5683.634219454194 
460,5228.063381645021 
470,2631.5476152023452 
480,3632.19459497589 
490,4200.582673928838 
500,3738.596098771094 
510,4230.194584527827 
517,0.0 
