time,users_count,finish_users_count 
0,1.5,0 
10,1,0.9 
20,0,1.1 
30,0,0.4 
40,0,0 
50,0,0.1 
60,3.6,0 
70,2.4,2 
80,0,2.1 
90,0,1.7 
100,2.8,0.2 
110,7.6,1.1 
120,0.9,4.9 
130,0,4.5 
140,0,0.6 
150,6.5,0.2 
160,16.3,2 
170,1.2,12.2 
180,0,7.7 
190,0,1.8 
200,10.6,0.3 
210,32,3.2 
220,4.7,22.6 
230,0,16.9 
240,0,4 
250,0,0.5 
260,22.8,0.1 
270,62.3,10 
280,9.7,41.1 
290,0,33.7 
300,0,8.8 
310,0,1.2 
320,105.1,2.3 
330,77.4,49.8 
340,0,79.3 
350,0,36.4 
360,0,12.1 
370,0,2.3 
380,0,0.2 
390,0,0 
400,92.2,0.1 
410,252.3,32.7 
420,36.4,147.4 
430,0,131.2 
440,0,30.1 
450,0,2.2 
460,0,1.3 
470,0,1.5 
480,0,10 
490,0,16.4 
500,0,6.5 
510,0,1.5 
517,0,0.1 
