time,users,connected 
0,15,12 
10,16,17 
20,5,5 
30,1,1 
40,1,1 
50,0,0 
60,36,35 
70,40,40 
80,19,19 
90,2,2 
100,28,27 
110,93,90 
120,53,53 
130,8,9 
140,2,2 
150,65,61 
160,208,208 
170,98,99 
180,21,22 
190,3,3 
200,106,102 
210,394,395 
220,215,216 
230,46,46 
240,6,6 
250,1,1 
260,228,204 
270,751,736 
280,437,449 
290,100,106 
300,12,13 
310,0,0 
320,1028,993 
330,1304,1339 
340,511,531 
350,147,154 
360,26,28 
370,3,3 
380,1,1 
390,1,1 
400,922,882 
410,3118,2896 
420,2008,2022 
430,696,703 
440,395,397 
450,373,373 
460,360,360 
470,345,345 
480,245,245 
490,81,81 
500,16,19 
510,1,2 
517,0,0 
