time,users,connected 
0,15,12 
10,20,5 
20,20,-12 
30,20,-4 
40,20,0 
50,20,-1 
60,36,35 
70,53,5 
80,53,-21 
90,53,-17 
100,53,25 
110,93,63 
120,99,-37 
130,99,-44 
140,99,-7 
150,99,59 
160,208,147 
170,211,-109 
180,211,-77 
190,211,-19 
200,211,99 
210,396,293 
220,416,-179 
230,416,-170 
240,416,-40 
250,416,-5 
260,416,203 
270,751,532 
280,800,-287 
290,800,-343 
300,800,-93 
310,800,-13 
320,1028,993 
330,1568,346 
340,1568,-808 
350,1568,-377 
360,1568,-126 
370,1568,-25 
380,1568,-2 
390,1568,0 
400,1568,881 
410,3118,2014 
420,3332,-874 
430,3332,-1319 
440,3332,-306 
450,3332,-24 
460,3332,-13 
470,3332,-15 
480,3332,-100 
490,3332,-164 
500,3332,-62 
510,3332,-17 
517,3332,-2 
