time,load@tsung_controller@ip-172-31-29-147 
0,0.0 
10,0.0 
20,0.0 
30,0.0 
40,0.0 
50,0.0 
60,0.0 
70,0.0 
80,0.0 
90,0.0 
100,0.0 
110,0.0 
120,0.0 
130,0.0 
140,0.0 
150,0.0 
160,0.0 
170,0.1484375 
180,0.12890625 
190,0.109375 
200,0.08984375 
210,0.078125 
220,0.1484375 
230,0.12109375 
240,0.1015625 
250,0.08984375 
260,0.0703125 
270,0.05859375 
280,0.2109375 
290,0.328125 
300,0.28125 
310,0.23046875 
320,0.19921875 
330,0.41015625 
340,0.421875 
350,0.66015625 
360,0.55859375 
370,0.46875 
380,0.3984375 
390,0.33984375 
400,0.28125 
410,0.3984375 
420,0.96875 
430,1.19921875 
440,1.171875 
450,0.98828125 
460,0.828125 
470,0.7109375 
480,0.6015625 
490,0.5 
500,0.671875 
510,0.55859375 
517,0.48046875 
