time,200,404,504,422,302 
0,2.8,,,,1.6 
10,6.4,,,,4.4 
20,4.3,,,,2.3 
30,0.5,,,,0.2 
40,0,,,,0 
50,0.1,,,,0 
60,6.8,,,,3.4 
70,15.1,,,,11.4 
80,7.3,,,,4.2 
90,2.8,,,,1.1 
100,4.2,,,,1.1 
110,23.4,,,,15.2 
120,24.8,,,,15.9 
130,8.2,,,,4.9 
140,1.2,,,,0.4 
150,8.4,,,,3.6 
160,52.7,,,,36.3 
170,48.6,,,,32.1 
180,15.6,,,,9.1 
190,2.3,,,,0.9 
200,15.4,,,,3.7 
210,97.1,,,,68.4 
220,102.5,,,,66.3 
230,34.6,,,,18.5 
240,5.6,,,,2.6 
250,0.6,,,,0.2 
260,28.5,,,,8.2 
270,188.1,,,,125.2 
280,209.3,,,,145 
290,70.4,,,,35.9 
300,15.1,,,,7.1 
310,2.4,,,,1.2 
320,199.6,,,,110.2 
330,437.7,,,,315.2 
340,250,,,,148.3 
350,70.6,,,,32.8 
360,24.2,,,,14.7 
370,3.8,,,,2.5 
380,0.4,,,,0.2 
390,0.1,,,,0 
400,125.4,,,,35.7 
410,748.4,,,,498.9 
420,760,,,,543.4 
430,272,,,,127.5 
440,39.3,,,,10.4 
450,4.7,,,,1.7 
460,2.9,,,,2 
470,6.4,0.4,3.3,2,3.5 
480,22,7.9,16.9,14.6,2.9 
490,35.2,15,9,12.1,3.7 
500,11.3,4.9,0.3,0.8,1.7 
510,2.6,1.3,0.1,0.1,0.5 
517,0.3,0.1,0,0,0.1 
