time,sentpackets@tsung_controller@ip-172-31-29-147 
10,211 
20,353 
30,353 
40,353 
50,353 
60,353 
70,450 
80,897 
90,897 
100,897 
110,897 
120,1683 
130,1683 
140,1683 
150,1683 
160,1683 
170,3233 
180,3233 
190,3233 
200,3233 
210,3233 
220,6377 
230,6377 
240,6377 
250,6377 
260,6377 
270,6377 
280,13275 
290,13275 
300,13275 
310,13275 
320,13275 
330,15521 
340,28597 
350,28597 
360,28597 
370,28597 
380,28597 
390,28597 
400,28597 
410,28597 
420,54920 
430,55266 
440,55266 
450,55266 
460,55266 
470,55266 
480,55266 
490,55266 
500,55266 
510,55266 
517,55266 
