time,tr_Post_Register,tr_Get_Root,page,tr_Get_Register,tr_Redirect_Root 
0,3.930428571428571,9.5914,7.018413793103445,7.810999999999998,7.26 
10,2.406333333333333,0,5.675272727272727,5.980499999999999,7.6325 
13,0,0,0,0,0 
