time,tr_Post_Register,tr_Get_Root,page,tr_Get_Register,tr_Redirect_Root 
0,2.2396106075542215,4.865355571795345,3.1032045229945577,2.072196720873768,0.2540885672359146 
10,0.12286125869813037,0,2.325698295562748,0.21850000000000036,0.7520163451237836 
13,0,0,0,0,0 
