time,request,connect 
0,4.5,1.7 
10,11.4,1.1 
20,6.6,0 
30,2.4,0.8 
40,20.1,4.7 
50,22.2,0.5 
60,7,0 
70,1.4,0 
80,0.2,0 
90,16.3,6.3 
100,52.1,5.7 
110,31.8,0 
120,5.8,0 
130,7.3,4 
140,72.4,14.6 
150,84.1,3.8 
160,27.5,0 
170,3.8,0 
180,13.2,7.6 
190,140.4,30.4 
200,183.6,8.1 
210,56.6,0 
220,11.5,0 
230,0.5,0 
240,117.3,43.5 
250,366.8,49.7 
260,261.6,0 
270,60.6,0 
280,8.1,0 
290,1.4,0 
300,203.7,88.5 
310,526.2,100.4 
320,536.5,5.2 
330,334.9,5.8 
340,38.2,1.3 
350,3.5,0 
360,0.5,0 
368,0,0 
