time,session 
0,7606.042 
10,13271.08 
20,21382.564 
30,24326.766 
40,24326.766 
50,24326.766 
60,24326.766 
70,35065.836 
80,35436.803 
90,41290.202 
100,41290.202 
110,41290.202 
120,41290.202 
130,41719.407 
140,41719.407 
150,41719.407 
160,41719.407 
170,41719.407 
180,48577.791 
190,48577.791 
200,48577.791 
210,48577.791 
220,48577.791 
230,48577.791 
240,48577.791 
250,48577.791 
260,48577.791 
270,48577.791 
280,48577.791 
290,48577.791 
300,48577.791 
310,48577.791 
320,48577.791 
330,48577.791 
340,48577.791 
350,49302.534 
360,54387.042 
368,54387.042 
