time,request,connect 
0,47.601898699428126,2.81937871508961 
10,44.640733806354206,0.1714049383552352 
20,33.45717404620678,0 
30,40.92101586924295,0.10815960428921696 
40,46.97904489795657,0.19178346681598116 
50,41.84350436625025,0.10404806581575649 
60,32.26534540194695,0 
70,12.394974193813638,0 
80,3.1470000000000016,0 
90,51.444019799415564,2.7829103156848003 
100,44.29930549675518,0.6821908793102534 
110,29.57291525082085,0 
120,23.881030891837494,0 
130,31.041591983141167,0.6673043304033026 
140,48.2521622935218,0.7441150001316358 
150,41.829886983036204,4.591720531689155 
160,28.771625243783387,0 
170,16.649361222742037,0 
180,37.702059333099484,0.2534919788570743 
190,49.78504074218032,2.3326423844945543 
200,45.29010125766633,0.16099663119711732 
210,32.411755283882776,0 
220,19.227581080884924,0 
230,27.07176684001249,0 
240,52.538638194461136,0.6842108478553199 
250,228.09713600079604,0.7407276190017654 
260,76.3457382358907,0 
270,27.074617481039716,0 
280,20.836420578394407,0 
290,5.004833631457836,0 
300,313.0048270358754,0.9726201575364246 
310,1046.43240487863,0.8318886786286832 
320,1245.7677428413122,0.569916742011887 
330,951.6144424887101,0.3969016132575187 
340,30.328765236201285,0.4931951376351781 
350,45.79724860290992,0 
360,9.161180535280375,0 
368,0,0 
