time,200,400,404,502,422,302 
0,3.1,,,,,1.4 
10,6.3,,,,,5.1 
20,4.2,,,,,2.4 
30,1.8,,,,,0.6 
40,11.8,,,,,8.3 
50,13.6,,,,,8.6 
60,4.5,,,,,2.5 
70,0.9,,,,,0.5 
80,0.2,,,,,0 
90,10.7,,,,,5.6 
100,29.3,,,,,22.8 
110,20.4,,,,,11.4 
120,4.2,,,,,1.6 
130,6.1,,,,,1.2 
140,43.5,,,,,28.9 
150,49.7,,,,,34.4 
160,18.1,,,,,9.4 
170,2.4,,,,,1.4 
180,11.1,,,,,2.1 
190,84.9,,,,,55.5 
200,107.4,,,,,76.2 
210,36.8,,,,,19.8 
220,8.2,,,,,3.3 
230,0.5,,,,,0 
240,78.8,,,,,38.5 
250,214.6,,,,,152.2 
260,159.3,,,,,102.3 
270,41.2,,,,,19.4 
280,5.9,,,,,2.2 
290,0.9,,,,,0.5 
300,138.3,,,,,65.5 
310,235.5,2.1,,126.4,14.9,147.2 
320,241,5.4,1.4,102,33.7,153 
330,210.6,6,3.8,0,6.9,107.6 
340,27.1,0.4,0.6,0,0.3,9.8 
350,1.9,0,0.3,0,0.1,1.2 
360,0.2,0,0.1,0,0,0.2 
368,0,0,0,0,0,0 
