time,users_count,finish_users_count 
0,19,1 
10,28,10 
20,28,24 
30,38,28 
40,85,32 
50,88,63 
60,88,82 
70,88,86 
80,88,87 
90,157,88 
100,208,111 
110,208,180 
120,208,205 
130,260,208 
140,399,229 
150,432,324 
160,432,412 
170,432,427 
180,510,432 
190,814,469 
200,893,658 
210,893,832 
220,893,888 
230,893,893 
240,1365,897 
250,1825,1088 
260,1825,1554 
270,1825,1781 
280,1825,1820 
290,1825,1825 
300,2750,1827 
310,3698,1913 
320,3698,2361 
330,3698,3461 
340,3698,3679 
350,3698,3695 
360,3698,3698 
368,3698,3698 
