time,freemem@tsung_controller@ip-172-31-29-89 
0,731.09765625 
10,727.8515625 
20,715.63671875 
30,704.6328125 
40,687.8515625 
50,670.76953125 
60,660.1328125 
70,657.6328125 
80,654.77734375 
90,652.390625 
100,652.390625 
110,652.390625 
