time,users_count,finish_users_count 
0,21,0 
10,30,8 
20,30,16 
30,30,19 
40,30,26 
50,30,29 
60,73,31 
70,90,43 
80,90,63 
90,90,68 
100,90,70 
110,90,71 
120,90,73 
130,90,89 
140,151,90 
150,206,108 
160,206,140 
170,206,158 
180,206,165 
190,206,169 
200,206,169 
210,206,169 
220,206,169 
230,206,169 
240,206,173 
250,206,177 
260,206,186 
270,260,206 
280,418,209 
290,442,221 
300,442,236 
310,442,246 
320,442,265 
330,442,267 
340,442,270 
350,442,298 
360,442,321 
370,442,326 
380,442,330 
390,442,345 
400,442,353 
410,442,356 
420,442,361 
430,442,364 
440,442,365 
450,442,367 
460,442,375 
470,442,379 
480,442,422 
490,442,430 
500,442,434 
510,442,442 
520,715,442 
530,921,451 
540,921,550 
550,921,687 
560,921,725 
570,921,734 
580,921,743 
590,921,755 
600,921,776 
610,921,799 
620,921,801 
630,921,802 
640,921,806 
650,921,813 
660,921,841 
670,921,859 
680,921,865 
690,921,869 
700,921,876 
710,921,881 
720,921,889 
730,921,911 
740,921,921 
750,1459,921 
760,1850,987 
770,1850,1406 
780,1850,1618 
790,1850,1649 
800,1850,1656 
810,1850,1657 
820,1850,1677 
830,1850,1688 
840,1850,1693 
850,1850,1693 
860,1850,1693 
870,1850,1693 
880,1850,1708 
890,1850,1727 
900,1850,1733 
910,1850,1736 
920,1850,1739 
930,1850,1742 
940,1850,1744 
950,1850,1771 
960,1850,1795 
970,1850,1824 
980,1850,1836 
990,1850,1839 
1000,1850,1848 
1010,2278,1850 
1020,3502,1915 
1030,3706,2585 
1040,3706,3289 
1050,3706,3484 
1060,3706,3511 
1070,3706,3511 
1080,3706,3516 
1090,3706,3563 
1100,3706,3583 
1110,3706,3587 
1120,3706,3589 
1130,3706,3591 
1140,3706,3596 
1150,3706,3624 
1160,3706,3640 
1170,3706,3669 
1180,3706,3673 
1190,3706,3673 
1200,3706,3673 
1210,3706,3702 
1220,3706,3706 
1222,3706,3706 
