time,200,400,404,504,502,422,302 
0,50,,,,,,34 
10,105,,,,,,74 
20,138,,,,,,95 
30,145,,,,,,100 
40,159,,,,,,108 
50,163,,,,,,108 
60,239,,,,,,153 
70,351,,,,,,244 
80,409,,,,,,282 
90,431,,,,,,294 
100,445,,,,,,306 
110,454,,,,,,313 
120,462,,,,,,321 
130,478,,,,,,321 
140,580,,,,,,377 
150,821,,,,,,552 
160,944,,,,,,634 
170,986,,,,,,655 
180,999,,,,,,663 
190,1021,,,,,,681 
200,1036,,,,,,693 
210,1040,,,,,,698 
220,1042,,,,,,701 
230,1059,,,,,,715 
240,1071,,,,,,727 
250,1077,,,,,,729 
260,1085,,,,,,729 
270,1172,,,,,,745 
280,1449,,,,,,927 
290,1767,,,,,,1194 
300,1816,1,,,27,,1228 
310,1823,2,,,54,,1231 
320,1909,2,,,54,,1272 
330,1945,2,,,54,,1305 
340,1958,2,,,54,,1309 
350,2041,2,1,32,54,25,1354 
360,2078,3,1,50,54,44,1377 
370,2087,3,1,51,54,46,1381 
380,2097,3,1,55,54,48,1387 
390,2109,4,1,59,54,49,1394 
400,2119,6,1,60,54,49,1406 
410,2124,10,1,70,54,55,1407 
420,2139,53,1,114,54,55,1414 
430,2143,58,1,115,54,55,1420 
440,2144,62,1,118,54,55,1421 
450,2145,63,1,120,54,55,1423 
460,2151,63,1,122,54,55,1424 
470,2151,65,1,130,54,55,1424 
480,2154,69,1,170,54,55,1424 
490,2155,69,1,179,54,55,1424 
500,2155,69,1,183,54,55,1424 
510,2163,69,1,183,54,55,1424 
520,2448,69,1,183,54,55,1522 
530,2809,70,1,183,701,103,1720 
540,2960,98,1,183,1617,177,1836 
550,2966,131,1,183,2032,178,1839 
560,2971,134,1,183,2109,180,1843 
570,3017,134,2,183,2113,196,1875 
580,3051,134,6,183,2113,204,1891 
590,3091,135,6,197,2113,210,1940 
600,3141,150,8,234,2113,240,1982 
610,3172,150,8,236,2113,244,2001 
620,3175,152,8,237,2113,244,2005 
630,3180,152,8,241,2113,244,2006 
640,3186,153,10,244,2113,244,2008 
650,3193,158,11,250,2113,244,2012 
660,3207,170,11,287,2113,244,2014 
670,3221,191,11,303,2113,247,2032 
680,3229,192,11,305,2113,248,2032 
690,3233,192,11,306,2113,248,2033 
700,3240,192,12,307,2113,248,2037 
710,3240,192,12,312,2113,248,2037 
720,3241,192,12,320,2113,248,2037 
730,3241,197,12,347,2113,248,2038 
740,3248,197,12,350,2113,248,2038 
750,3625,197,12,350,2447,251,2141 
760,4062,231,13,350,5025,457,2319 
770,4071,366,13,350,7403,465,2327 
780,4075,401,13,350,7908,468,2329 
790,4079,404,13,350,7965,474,2334 
800,4079,404,13,350,7981,474,2334 
810,4091,405,13,350,7986,489,2341 
820,4122,425,14,421,8024,513,2367 
830,4158,431,16,423,8031,538,2422 
840,4170,431,16,424,8031,540,2424 
850,4170,431,16,425,8031,540,2424 
860,4170,431,16,425,8031,540,2424 
870,4172,432,16,426,8031,541,2424 
880,4179,435,17,451,8031,542,2429 
890,4183,469,17,534,8033,542,2433 
900,4195,476,18,546,8033,550,2448 
910,4199,476,18,546,8033,554,2453 
920,4202,476,18,546,8033,555,2453 
930,4203,476,18,547,8033,557,2459 
940,4205,476,18,548,8033,557,2459 
950,4206,476,18,576,8033,557,2461 
960,4218,483,20,604,8033,562,2472 
970,4242,484,29,608,8033,567,2506 
980,4253,485,30,608,8033,567,2507 
990,4256,485,30,608,8033,567,2507 
1000,4267,485,30,608,8033,567,2508 
1010,4505,485,30,608,8098,567,2531 
1020,5111,518,30,608,12442,784,2667 
1030,5307,773,30,608,18962,888,2726 
1040,5319,938,30,608,21253,903,2741 
1050,5319,953,30,608,21682,903,2741 
1060,5321,954,30,608,21731,903,2742 
1070,5331,954,30,608,21733,910,2742 
1080,5344,967,30,641,21744,916,2753 
1090,5378,991,35,680,21794,942,2834 
1100,5406,993,37,686,21794,948,2856 
1110,5413,993,37,686,21794,949,2862 
1120,5415,993,37,686,21794,949,2862 
1130,5416,993,37,687,21794,949,2866 
1140,5419,993,37,691,21794,949,2868 
1150,5433,1002,37,729,21794,951,2873 
1160,5447,1019,39,742,21794,959,2896 
1170,5468,1021,44,746,21794,960,2917 
1180,5473,1021,45,746,21794,960,2918 
1190,5473,1021,45,746,21794,960,2918 
1200,5473,1021,45,746,21794,960,2918 
1210,5505,1024,45,748,21794,960,2919 
1220,5509,1025,45,748,21794,960,2919 
1222,5509,1025,45,748,21794,960,2919 
