time,freemem@tsung_controller@ip-172-31-16-124 
0,733.30859375 
10,728.60546875 
20,723.3515625 
30,722.39453125 
40,721.9375 
50,725.1875 
60,724.6796875 
70,718.30078125 
80,710.5703125 
90,707.4296875 
100,706.95703125 
110,706.60546875 
120,704.5 
130,706.70703125 
140,713.99609375 
150,709.078125 
160,693.84765625 
170,690.01953125 
180,691.0078125 
190,690.01953125 
200,683.03515625 
210,692.734375 
220,692.51171875 
230,692.28125 
240,685.94921875 
250,684.14453125 
260,689.48828125 
270,692.40625 
280,704.1015625 
290,665.359375 
300,640.30859375 
310,640.5703125 
320,631.40234375 
330,634.77734375 
340,633.94140625 
350,631.07421875 
360,627.34765625 
370,627.61328125 
380,627.140625 
390,627.03515625 
400,629.7734375 
410,629.85546875 
420,630.1171875 
430,629.6875 
440,629.94921875 
450,630.0234375 
460,630.04296875 
470,631.265625 
480,631.484375 
490,664.671875 
500,673.75390625 
510,676.30859375 
520,690.87109375 
530,667.77734375 
540,609.640625 
550,589.01171875 
560,588.203125 
570,587.33203125 
580,583.16015625 
590,579.12109375 
600,576.90234375 
610,574.98828125 
620,574.5390625 
630,574.1875 
640,574.07421875 
650,574.41015625 
660,583.9296875 
670,590.37109375 
680,598.0859375 
690,598.0546875 
700,598.15625 
710,603.37109375 
720,604.953125 
730,605.0859375 
740,636.78125 
750,665.62890625 
760,641.0546875 
770,556.2890625 
780,549.23046875 
790,552.703125 
800,552.02734375 
810,552.03515625 
820,550.63671875 
830,550.68359375 
840,549.625 
850,549.40234375 
860,549.60546875 
870,549.61328125 
880,549.26171875 
890,548.953125 
900,549.05078125 
910,551.0 
920,550.74609375 
930,550.83203125 
940,550.9453125 
950,551.078125 
960,566.62109375 
970,584.44921875 
980,599.61328125 
990,606.14453125 
1000,606.27734375 
1010,618.33984375 
1020,637.6171875 
1030,489.6015625 
1040,451.09375 
1050,448.015625 
1060,450.625 
1070,449.9921875 
1080,448.4296875 
1090,447.00390625 
1100,463.6875 
1110,473.5234375 
1120,473.796875 
1130,473.8359375 
1140,473.7265625 
1150,477.96875 
1160,514.12109375 
1170,529.03515625 
1180,549.71875 
1190,549.640625 
1200,549.71875 
1210,549.78515625 
1220,607.8828125 
1222,617.421875 
