time,request,connect 
0,8.4,2.1 
10,9.5,0.9 
20,5.4,0 
30,1.2,0 
40,2.2,0 
50,0.4,0 
60,12.1,4.2 
70,20.3,1.8 
80,9.6,0 
90,3.4,0 
100,2.6,0 
110,1.6,0 
120,1.6,0 
130,1.6,0 
140,15.8,5.5 
150,41.6,6.1 
160,20.5,0 
170,6.3,0 
180,2.1,0 
190,4,0 
200,2.7,0 
210,0.9,0 
220,0.5,0 
230,3.1,0 
240,2.4,0 
250,0.8,0 
260,0.8,0 
270,10.3,4.6 
280,45.9,16.1 
290,58.5,2.9 
300,11.1,0.1 
310,3.8,0.1 
320,12.7,0 
330,6.9,0 
340,1.7,0 
350,18.6,0 
360,9.8,0.1 
370,1.6,0 
380,2.2,0 
390,2.5,0.1 
400,2.5,0.2 
410,2.6,0.3 
420,10.9,4 
430,1.6,0.8 
440,0.9,0.4 
450,0.6,0.2 
460,0.9,0 
470,1,0 
480,4.7,0.6 
490,1,0 
500,0.4,0 
510,0.8,0 
520,38.3,26 
530,125.5,21.9 
540,128.5,2 
550,45.8,3.9 
560,9.1,0.6 
570,9.9,0 
580,6.2,0 
590,11,0 
600,17.6,1.3 
610,5.6,0.3 
620,1,0.1 
630,1,0.1 
640,1.4,0.1 
650,2.3,0.5 
660,6.5,0.8 
670,7.2,2.2 
680,1.2,0.4 
690,0.6,0 
700,1.3,0 
710,0.5,0 
720,0.9,0 
730,3.3,0.4 
740,1,0.1 
750,81.7,51 
760,343.4,44.1 
770,253.8,12.2 
780,54.9,5.6 
790,7.5,0.6 
800,1.6,0.1 
810,4,0 
820,21.1,1.7 
830,13.3,1 
840,1.7,0 
850,0.1,0 
860,0,0 
870,0.5,0.1 
880,4.2,0.1 
890,12.7,2.9 
900,5.5,1.4 
910,1.3,0 
920,0.4,0 
930,1,0 
940,0.3,0 
950,3.1,0 
960,6.5,0.5 
970,7.7,0.2 
980,1.4,0.2 
990,0.3,0 
1000,1.2,0 
1010,32.6,38 
1020,533.6,137.4 
1030,713.4,83.4 
1040,249.8,21.3 
1050,44.4,3.5 
1060,5.3,0.1 
1070,1.9,0 
1080,8.7,0.2 
1090,25.9,3.3 
1100,6.6,0.3 
1110,1.4,0.1 
1120,0.2,0 
1130,0.6,0 
1140,0.9,0 
1150,6.8,0.4 
1160,7.7,2.2 
1170,5.4,0.2 
1180,0.7,0 
1190,0,0 
1200,0,0 
1210,3.8,0.1 
1220,0.5,0.3 
1222,0,0 
