time,users,connected 
0,21,21 
10,22,22 
20,14,14 
30,11,12 
40,4,4 
50,1,1 
60,42,41 
70,47,47 
80,27,29 
90,22,22 
100,20,20 
110,19,19 
120,17,17 
130,1,1 
140,61,55 
150,98,99 
160,66,66 
170,48,48 
180,41,41 
190,37,37 
200,37,37 
210,37,37 
220,37,37 
230,37,37 
240,33,34 
250,29,29 
260,20,21 
270,54,46 
280,209,205 
290,221,221 
300,206,206 
310,196,196 
320,177,177 
330,175,175 
340,172,172 
350,144,144 
360,121,121 
370,116,116 
380,112,112 
390,97,97 
400,89,89 
410,86,85 
420,81,77 
430,78,77 
440,77,76 
450,75,75 
460,67,67 
470,63,61 
480,20,22 
490,12,12 
500,8,8 
510,0,0 
520,273,260 
530,470,470 
540,371,371 
550,234,233 
560,196,196 
570,187,187 
580,178,178 
590,166,165 
600,145,143 
610,122,122 
620,120,119 
630,119,119 
640,115,115 
650,108,108 
660,80,76 
670,62,59 
680,56,56 
690,52,52 
700,45,45 
710,40,40 
720,32,32 
730,10,9 
740,0,0 
750,538,510 
760,863,863 
770,444,438 
780,232,232 
790,201,201 
800,194,195 
810,193,192 
820,173,171 
830,162,162 
840,157,157 
850,157,157 
860,157,157 
870,157,157 
880,142,140 
890,123,116 
900,117,117 
910,114,114 
920,111,111 
930,108,108 
940,106,107 
950,79,79 
960,55,53 
970,26,25 
980,14,14 
990,11,11 
1000,2,2 
1010,428,380 
1020,1587,1409 
1030,1121,1084 
1040,417,405 
1050,222,222 
1060,195,195 
1070,195,195 
1080,190,181 
1090,143,144 
1100,123,122 
1110,119,119 
1120,117,117 
1130,115,115 
1140,110,110 
1150,82,77 
1160,66,66 
1170,37,39 
1180,33,33 
1190,33,33 
1200,33,33 
1210,4,2 
1220,0,0 
1222,0,0 
