time,recvpackets@tsung_controller@ip-172-31-16-124 
10,497 
20,609 
30,609 
40,609 
50,609 
60,609 
70,666 
80,902 
90,902 
100,902 
110,902 
120,902 
130,902 
140,902 
150,998 
160,1693 
170,1693 
180,1693 
190,1693 
200,1693 
210,1693 
220,1693 
230,1693 
240,1693 
250,1693 
260,1693 
270,1693 
280,1693 
290,2360 
300,2360 
310,2360 
320,2360 
330,2360 
340,2360 
350,2360 
360,2360 
370,2360 
380,2360 
390,2360 
400,2360 
410,2360 
420,2360 
430,2360 
440,2360 
450,2360 
460,2360 
470,2360 
480,2360 
490,2360 
500,2360 
510,2360 
520,2360 
530,2807 
540,3864 
550,3864 
560,3864 
570,3864 
580,3864 
590,3864 
600,3864 
610,3864 
620,3864 
630,3864 
640,3864 
650,3864 
660,3864 
670,3864 
680,3864 
690,3864 
700,3864 
710,3864 
720,3864 
730,3864 
740,3864 
750,3864 
760,4992 
770,7418 
780,7418 
790,7418 
800,7418 
810,7418 
820,7418 
830,7418 
840,7418 
850,7418 
860,7418 
870,7418 
880,7418 
890,7418 
900,7418 
910,7418 
920,7418 
930,7418 
940,7418 
950,7418 
960,7418 
970,7418 
980,7418 
990,7418 
1000,7418 
1010,7418 
1020,7418 
1030,15404 
1040,15404 
1050,15404 
1060,15404 
1070,15404 
1080,15404 
1090,15404 
1100,15404 
1110,15404 
1120,15404 
1130,15404 
1140,15404 
1150,15404 
1160,15404 
1170,15404 
1180,15404 
1190,15404 
1200,15404 
1210,15404 
1220,15404 
1222,15404 
