time,users,connected 
0,21,21 
10,25,1 
20,25,-8 
30,25,-2 
40,25,-8 
50,25,-3 
60,42,40 
70,55,6 
80,55,-18 
90,55,-7 
100,55,-2 
110,55,-1 
120,55,-2 
130,55,-16 
140,61,54 
150,109,44 
160,109,-33 
170,109,-18 
180,109,-7 
190,109,-4 
200,109,0 
210,109,0 
220,109,0 
230,109,0 
240,109,-3 
250,109,-5 
260,109,-8 
270,109,25 
280,209,159 
290,233,16 
300,233,-15 
310,233,-10 
320,233,-19 
330,233,-2 
340,233,-3 
350,233,-28 
360,233,-23 
370,233,-5 
380,233,-4 
390,233,-15 
400,233,-8 
410,233,-4 
420,233,-8 
430,233,0 
440,233,-1 
450,233,-1 
460,233,-8 
470,233,-6 
480,233,-39 
490,233,-10 
500,233,-4 
510,233,-8 
520,273,260 
530,474,210 
540,474,-99 
550,474,-138 
560,474,-37 
570,474,-9 
580,474,-9 
590,474,-13 
600,474,-22 
610,474,-21 
620,474,-3 
630,474,0 
640,474,-4 
650,474,-7 
660,474,-32 
670,474,-17 
680,474,-3 
690,474,-4 
700,474,-7 
710,474,-5 
720,474,-8 
730,474,-23 
740,474,-9 
750,538,510 
760,916,353 
770,916,-425 
780,916,-206 
790,916,-31 
800,916,-6 
810,916,-3 
820,916,-21 
830,916,-9 
840,916,-5 
850,916,0 
860,916,0 
870,916,0 
880,916,-17 
890,916,-24 
900,916,1 
910,916,-3 
920,916,-3 
930,916,-3 
940,916,-1 
950,916,-28 
960,916,-26 
970,916,-28 
980,916,-11 
990,916,-3 
1000,916,-9 
1010,916,378 
1020,1587,1029 
1030,1750,-325 
1040,1750,-679 
1050,1750,-183 
1060,1750,-27 
1070,1750,0 
1080,1750,-14 
1090,1750,-37 
1100,1750,-22 
1110,1750,-3 
1120,1750,-2 
1130,1750,-2 
1140,1750,-5 
1150,1750,-33 
1160,1750,-11 
1170,1750,-27 
1180,1750,-6 
1190,1750,0 
1200,1750,0 
1210,1750,-31 
1220,1750,-2 
1222,1750,0 
