time,session 
10,12579.858 
20,25268.313 
30,36610.682 
40,37900.865 
50,41368.567 
60,52346.942 
70,52346.942 
80,52346.942 
90,52346.942 
100,52346.942 
110,53597.785 
120,62566.953 
130,74564.082 
140,74564.082 
150,74564.082 
160,74564.082 
170,74564.082 
180,74564.082 
190,74564.082 
200,74564.082 
210,74564.082 
220,74564.082 
230,74564.082 
240,105324.951 
250,109727.43 
260,118852.815 
270,128112.766 
280,128112.766 
290,128112.766 
300,128112.766 
310,128112.766 
320,128112.766 
330,128112.766 
340,128112.766 
350,128112.766 
360,128112.766 
370,128112.766 
380,128112.766 
390,128112.766 
400,128112.766 
410,141855.852 
420,143287.595 
430,159419.115 
440,165251.132 
450,181092.993 
460,188178.938 
470,200567.49 
480,208508.669 
490,208778.432 
500,221634.541 
510,236401.66 
520,236401.66 
530,236401.66 
540,236401.66 
550,236401.66 
560,236401.66 
570,236401.66 
580,236401.66 
590,236401.66 
600,236401.66 
610,236401.66 
620,236401.66 
630,236401.66 
640,236401.66 
650,236401.66 
660,236401.66 
670,236401.66 
680,236401.66 
690,236401.66 
700,236401.66 
710,236401.66 
720,236401.66 
730,236401.66 
740,236401.66 
750,236401.66 
760,236401.66 
770,236401.66 
780,236401.66 
790,236401.66 
800,236401.66 
810,236401.66 
820,236401.66 
830,236401.66 
840,236401.66 
850,236401.66 
860,236401.66 
870,236401.66 
880,236401.66 
890,236401.66 
900,236401.66 
910,236401.66 
920,236401.66 
930,236401.66 
940,236401.66 
950,236401.66 
960,236401.66 
970,236401.66 
980,236401.66 
990,236401.66 
1000,256927.033 
1010,256927.033 
1020,256927.033 
1030,256927.033 
1040,256927.033 
1050,256927.033 
1060,256927.033 
1070,256927.033 
1080,256927.033 
1090,256927.033 
1100,256927.033 
1110,256927.033 
1120,256927.033 
1130,256927.033 
1140,256927.033 
1150,256927.033 
1160,256927.033 
1170,256927.033 
1180,256927.033 
1190,256927.033 
1200,256927.033 
1210,256927.033 
1220,256927.033 
1222,256927.033 
