time,sentpackets@tsung_controller@ip-172-31-16-124 
10,346 
20,508.0 
30,175.0 
40,93.0 
50,69.0 
60,44.0 
70,544.0 
80,626.0 
90,263.0 
100,119.0 
110,110.0 
120,83.0 
130,87.0 
140,110.0 
150,813.0 
160,1273.0 
170,601.0 
180,195.0 
190,75.0 
200,154.0 
210,117.0 
220,52.0 
230,24.0 
240,136.0 
250,132.0 
260,39.0 
270,76.0 
280,719.0 
290,1913.0 
300,1527.0 
310,215.0 
320,316.0 
330,536.0 
340,175.0 
350,377.0 
360,559.0 
370,196.0 
380,67.0 
390,68.0 
400,273.0 
410,83.0 
420,98.0 
430,567.0 
440,68.0 
450,47.0 
460,21.0 
470,29.0 
480,38.0 
490,163.0 
500,19.0 
510,214.0 
520,90.0 
530,2457.0 
540,3601.0 
550,3099.0 
560,1022.0 
570,228.0 
580,283.0 
590,187.0 
600,309.0 
610,470.0 
620,182.0 
630,20.0 
640,41.0 
650,62.0 
660,93.0 
670,244.0 
680,206.0 
690,56.0 
700,21.0 
710,35.0 
720,15.0 
730,42.0 
740,101.0 
750,63.0 
760,4979.0 
770,8811.0 
780,5517.0 
790,1277.0 
800,155.0 
810,73.0 
820,104.0 
830,593.0 
840,280.0 
850,48.0 
860,3.0 
870,2.0 
880,28.0 
890,130.0 
900,378.0 
910,169.0 
920,35.0 
930,14.0 
940,25.0 
950,13.0 
960,99.0 
970,198.0 
980,191.0 
990,65.0 
1000,4.0 
1010,82.0 
1020,3913.0 
1030,18512.0 
1040,15763.0 
1050,5729.0 
1060,939.0 
1070,102.0 
1080,73.0 
1090,291.0 
1100,660.0 
1110,166.0 
1120,35.0 
1130,8.0 
1140,18.0 
1150,31.0 
1160,246.0 
1170,233.0 
1180,165.0 
1190,5.0 
1200,1.0 
1210,3.0 
1220,191.0 
1222,30.0 
