time,sentpackets@tsung_controller@ip-172-31-16-124 
10,346 
20,508 
30,508 
40,508 
50,508 
60,508 
70,544 
80,626 
90,626 
100,626 
110,626 
120,626 
130,626 
140,626 
150,813 
160,1273 
170,1273 
180,1273 
190,1273 
200,1273 
210,1273 
220,1273 
230,1273 
240,1273 
250,1273 
260,1273 
270,1273 
280,1273 
290,1913 
300,1913 
310,1913 
320,1913 
330,1913 
340,1913 
350,1913 
360,1913 
370,1913 
380,1913 
390,1913 
400,1913 
410,1913 
420,1913 
430,1913 
440,1913 
450,1913 
460,1913 
470,1913 
480,1913 
490,1913 
500,1913 
510,1913 
520,1913 
530,2457 
540,3601 
550,3601 
560,3601 
570,3601 
580,3601 
590,3601 
600,3601 
610,3601 
620,3601 
630,3601 
640,3601 
650,3601 
660,3601 
670,3601 
680,3601 
690,3601 
700,3601 
710,3601 
720,3601 
730,3601 
740,3601 
750,3601 
760,4979 
770,8811 
780,8811 
790,8811 
800,8811 
810,8811 
820,8811 
830,8811 
840,8811 
850,8811 
860,8811 
870,8811 
880,8811 
890,8811 
900,8811 
910,8811 
920,8811 
930,8811 
940,8811 
950,8811 
960,8811 
970,8811 
980,8811 
990,8811 
1000,8811 
1010,8811 
1020,8811 
1030,18512 
1040,18512 
1050,18512 
1060,18512 
1070,18512 
1080,18512 
1090,18512 
1100,18512 
1110,18512 
1120,18512 
1130,18512 
1140,18512 
1150,18512 
1160,18512 
1170,18512 
1180,18512 
1190,18512 
1200,18512 
1210,18512 
1220,18512 
1222,18512 
